	seqr_1	seqr_2	seqr_3	seqr_4	seqr_5	seqr_6	seqr_7	seqr_8	seqr_9	seqr_10	seqr_11	seqr_12	seqr_13	seqr_14	seqr_15	seqr_16	seqr_17	seqr_18	seqr_19	seqr_20	seqr_21	seqr_22	seqr_23	seqr_24	seqr_25	seqr_26	seqr_27	seqr_28	seqr_29	seqr_30	seqr_31	seqr_32	seqr_33	seqr_34	seqr_35	seqr_36	seqr_37	seqr_38	seqr_39	seqr_40	seqr_41	seqr_42	seqr_43	seqr_44	seqr_45	seqr_46	seqr_47	seqr_48	seqr_49	seqr_50	seqr_51	seqr_52	seqr_53	seqr_54	seqr_55	seqr_56	seqr_57	seqr_58	seqr_59	seqr_60	seqr_61	seqr_62	seqr_63	seqr_64	seqr_65	seqr_66	seqr_67	seqr_68	seqr_69	seqr_70	seqr_71	seqr_72	seqr_73	seqr_74	seqr_75	seqr_76	seqr_77	seqr_78	seqr_79	seqr_80	seqr_81	seqr_82	seqr_83	seqr_84	seqr_85	seqr_86	seqr_87	seqr_88	seqr_89	seqr_90	seqr_91	seqr_92	seqr_93	seqr_94	seqr_95	seqr_96	seqr_97	seqr_98	seqr_99	seqr_100	seqr_101	seqr_102	seqr_103	seqr_104	seqr_105	seqr_106	seqr_107	seqr_108	seqr_109	seqr_110	seqr_111	seqr_112	seqr_113
143_rpob	3	2	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144_rpob	5	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
145_rpob	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
146_rpob	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
147_rpob	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
148_rpob	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
149_rpob	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14_rpob	4159	3820	4	1288	26675	1	1855	168	709	0	465	581	41	2755	901	222	1735	151	232	49	318	291	3	426	39	161	592	629	1818	146	141	1	249	24	0	1515	0	12	85	54	62	0	111	3	4	126	179	10	156	100	1412	32	1237	140	78	0	0	14	25	1	0	0	102	273	0	623	580	27	138	88	0	73	560	287	3	13	7	1	45	31	60	11	0	3	139	0	0	94	87	113	0	143	103	0	40	82	2	0	174	0	222	0	52	6	30	15	0	32	757	0	0	226	0	
150_rpob	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151_rpob	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152_rpob	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
153_rpob	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
154_rpob	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
155_rpob	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
156_rpob	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
157_rpob	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
158_rpob	3	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
159_rpob	29	16	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
15_rpob	8049	1575	1	1759	290	0	29856	119	391	0	5026	63	11	74	5279	2460	1580	95	110	31	3615	531	2	3254	156	1424	24	39	58	125	54	36	309	12	0	211	0	2	1479	230	17	0	189	0	3	4	114	12	42	412	82	91	52	294	48	0	0	28	74	0	0	0	44	60	0	225	8	28	958	13	0	327	224	665	0	0	11	1	584	10	22	23	0	6	4	135	0	84	47	14	0	509	33	189	1	6	114	0	2	0	6	0	31	3	4	4	0	1244	6	0	0	15	19	
160_rpob	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
161_rpob	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
162_rpob	24460	11863	632	1105	28	182	0	0	0	0	1085	0	0	64	0	810	0	1775	0	0	0	381	6	0	167	40	0	0	3	0	0	356	17	896	0	7	0	0	186	161	697	0	0	22	0	556	120	110	0	1	2	205	0	0	1	377	0	497	0	1	0	0	112	327	0	0	146	69	0	2	5	81	0	0	233	0	0	0	110	0	0	117	2	135	0	101	8	0	0	238	1	0	0	144	137	35	0	0	0	0	0	0	1	1	0	250	0	1	0	0	108	142	0	
163_rpob	28112	15809	48	3315	143	265	0	0	0	2	3305	0	0	241	0	1937	0	4237	0	0	0	1090	56	0	354	40	0	2	47	1	0	271	21	2047	0	50	377	0	522	516	1644	0	0	7	0	1528	340	256	0	1	15	894	1	0	0	1348	0	1097	0	4	128	2	642	855	0	0	456	345	0	0	23	267	0	0	25	0	0	0	383	0	0	229	1	545	0	820	9	1	0	565	0	0	0	803	21	211	2	3	0	144	0	0	2	5	0	551	2	1	0	0	532	315	1	
164_rpob	14023	8089	1	1323	125	2	0	0	0	0	905	0	0	72	0	649	0	776	0	0	0	362	0	0	138	17	0	0	13	0	0	8	7	443	0	7	268	0	108	125	345	0	0	0	0	380	114	50	0	0	0	54	0	0	1	180	0	245	0	0	0	0	28	142	0	0	102	32	0	1	1	67	0	0	0	0	0	0	118	0	0	41	0	91	0	0	0	0	0	108	0	0	0	0	1	23	0	0	0	134	1	0	1	4	0	143	0	1	0	0	90	72	0	
165_rpob	11792	4914	11	1760	35	28	0	0	0	0	369	0	0	76	0	392	0	109	0	0	0	156	1	0	273	15	0	1	11	3	0	147	0	226	0	1	0	0	40	416	109	0	0	2	0	120	175	210	0	0	0	622	0	0	1	194	0	225	0	0	0	8	339	32	0	1	78	392	0	0	10	106	0	0	17	0	0	0	77	0	0	190	0	298	0	377	0	1	0	163	0	1	0	200	10	154	2	0	0	0	0	0	0	4	0	104	0	0	0	0	179	52	1	
166_rpob	10812	6918	0	771	333	1	0	0	0	0	451	0	0	288	0	424	0	162	0	0	0	287	0	0	122	9	0	0	33	0	0	24	8	315	0	16	0	0	58	235	171	0	0	0	0	271	169	88	0	0	12	166	0	0	3	149	0	272	0	2	0	0	137	83	0	0	151	96	0	0	0	77	0	0	0	0	0	0	65	0	0	80	0	211	0	82	0	0	0	196	0	0	0	28	0	80	1	0	0	0	0	0	0	1	0	165	0	0	0	0	125	88	0	
167_rpob	3970	1591	663	607	10	425	0	0	0	1	295	0	0	20	0	218	0	408	0	0	0	114	14	0	134	6	0	1	7	3	0	480	1	244	0	4	0	0	51	77	294	0	0	45	0	140	45	101	0	0	0	255	0	0	0	525	0	104	0	0	1	7	184	111	0	0	47	123	0	0	40	56	0	0	219	0	0	0	40	0	0	77	1	154	0	182	17	2	0	80	0	0	0	283	103	41	4	0	0	0	1	0	1	1	0	35	2	0	0	0	177	72	0	
168_rpob	3487	1183	35	592	4	312	0	0	0	34	96	0	0	14	0	96	0	36	0	0	0	43	0	0	143	4	1	3	2	2	0	357	3	71	0	0	0	0	10	60	43	0	0	7	0	35	27	126	0	0	0	143	0	0	0	32	5	50	0	0	0	5	61	22	0	0	19	59	0	0	55	30	0	0	30	0	0	0	21	0	0	115	0	40	0	98	15	0	0	32	0	0	0	30	16	24	0	0	0	0	2	1	4	2	0	16	0	0	0	0	48	18	1	
169_rpob	10648	3379	226	527	16	268	16	0	0	0	438	0	0	33	8	412	5	611	0	0	5	144	1	3	118	22	0	0	5	0	0	240	11	367	1	1	23	0	68	86	284	0	0	11	0	159	44	55	0	0	0	1	0	0	1	16	1	224	0	1	0	0	2	128	0	2	51	2	2	0	10	43	2	4	92	0	0	0	73	0	0	74	0	4	0	0	11	0	0	93	0	2	0	0	39	1	3	0	0	11	0	0	1	2	0	66	2	0	0	0	2	67	0	
16_rpob	10605	4447	2263	1229	4	18	19455	7899	4300	0	3228	1251	1670	1	3573	1572	1410	1	791	1427	2311	690	2	2083	125	1253	536	340	2	682	1125	341	598	0	0	2	0	407	917	238	0	0	2345	119	330	0	116	23	336	1503	1	44	0	1234	381	0	3	7	2246	0	0	0	33	2	0	220	1	18	561	168	1	248	234	444	306	140	432	85	311	369	224	44	3	5	1	2	0	446	624	0	1	314	228	5	143	9	5	0	116	0	64	0	179	1	331	2	0	533	1	148	0	0	2	
170_rpob	17588	5906	957	2221	21	131	0	0	0	122	480	0	0	86	0	470	0	317	0	0	0	179	13	0	445	26	0	0	9	1	0	871	6	383	0	3	0	0	73	303	265	0	0	122	0	159	136	311	0	0	1	799	0	0	0	259	9	276	0	0	0	7	387	95	0	0	93	335	0	1	19	147	0	0	758	0	0	0	78	0	0	345	2	171	0	615	3	1	0	192	1	0	0	569	228	118	3	0	0	0	1	0	4	1	0	103	1	0	0	0	158	105	1	
17_rpob	16571	4398	0	703	3623	0	179	645	1205	0	216	112	284	2118	76	231	89	71	797	594	174	82	0	55	115	428	187	479	129	991	442	2	123	73	0	57	0	52	31	326	43	0	14	1	49	21	152	7	295	33	44	131	96	21	549	0	0	49	11	1	0	0	61	23	0	42	57	57	78	147	0	33	29	24	8	5	104	19	40	104	157	35	0	5	131	0	0	67	20	106	0	66	166	0	8	29	492	0	77	0	172	0	336	2	67	11	0	3	223	3	0	22	12	
18_rpob	6596	4553	139	393	244	2	5573	11824	5102	0	844	2084	2212	31	816	378	595	0	796	1345	568	276	0	477	27	627	700	433	4	546	944	24	469	0	0	31	0	728	244	93	0	0	995	5	508	0	77	14	291	591	17	34	25	635	382	0	0	6	1123	0	0	0	30	5	0	73	3	13	169	256	0	54	123	103	15	315	435	194	75	370	214	15	0	1	53	12	0	130	199	0	0	82	133	4	16	10	111	0	174	0	94	0	135	2	259	5	0	128	17	1000	0	2	2	
19_rpob	2071	1046	72	227	407	1	4948	1077	5597	0	642	1747	460	45	727	290	492	0	805	159	453	144	2	612	17	223	168	345	33	426	202	13	115	0	0	116	1	159	200	37	0	0	565	3	204	0	37	3	357	1086	64	21	45	1439	211	0	0	2	284	2	0	0	26	26	0	74	5	5	111	127	0	32	69	120	4	72	44	124	58	54	234	3	0	0	24	23	0	233	128	4	0	106	174	5	8	4	150	0	48	0	61	0	93	0	26	1	0	108	138	1000	0	6	15	
1_rpob	21332	15599	1107	2519	305	16	4147	779	3606	479	2422	315	318	106	1468	1169	1340	2	1832	526	1400	942	6	832	312	1100	286	1025	24	1284	330	577	808	0	0	39	0	44	477	489	1	2	164	61	55	4	381	156	626	512	21	107	15	424	587	0	14	14	107	1	0	0	75	6	0	409	2	35	446	460	3	257	328	370	323	4	130	28	257	86	425	127	1	3	5	0	1	343	123	7	1	467	361	0	259	33	54	0	82	0	276	0	396	3	60	18	0	155	20	1	0	5	3	
20_rpob	1117	815	0	168	170	0	334	647	302	0	213	304	262	67	125	115	158	0	222	335	178	86	0	76	24	163	261	157	18	214	294	0	87	0	0	25	0	69	84	98	0	1	116	1	29	0	101	0	62	94	15	25	24	87	110	0	0	0	144	0	0	0	26	4	0	35	17	12	44	69	0	28	41	25	0	49	101	25	26	65	86	2	0	0	43	0	0	41	77	5	0	45	32	0	1	13	2	0	72	0	49	0	57	1	63	0	0	41	31	0	0	4	1	
21_rpob	8804	1514	0	1099	1986	2	6639	117	674	0	1863	58	38	780	1864	1354	939	74	225	63	1639	263	1	1089	124	908	49	143	216	260	75	4	195	24	0	532	0	5	466	218	30	0	85	0	2	18	130	2	109	271	290	80	202	229	135	0	0	12	50	0	0	0	35	141	0	223	45	46	569	26	0	187	215	409	3	0	15	1	284	13	77	13	0	1	17	57	0	101	28	51	0	384	84	33	1	14	49	0	4	0	35	0	93	2	12	6	0	242	59	0	0	54	6	
22_rpob	9652	6730	0	1925	155	0	2394	78	1013	0	1931	79	30	95	1038	1217	1051	0	785	77	1173	838	0	629	198	829	79	570	27	709	115	2	570	0	0	34	50	7	445	489	0	0	59	1	9	0	390	6	252	359	11	85	18	238	400	0	0	3	16	0	0	0	104	5	0	418	5	36	423	295	0	335	339	410	0	1	15	8	235	7	206	12	0	6	1	54	0	296	38	3	0	474	171	44	0	26	0	0	34	29	190	0	294	10	5	4	0	229	7	0	0	2	0	
23_rpob	9183	5127	61	4623	1172	24	1187	26	664	0	1501	41	11	572	847	717	519	79	560	37	647	429	10	296	370	513	28	319	383	470	42	102	318	47	0	187	0	0	237	330	63	0	15	21	2	44	238	37	213	153	99	89	57	107	262	0	0	38	7	0	0	0	66	57	0	220	48	42	265	139	17	353	167	303	43	0	14	1	176	5	129	41	0	4	5	68	0	284	37	53	0	276	133	1	28	26	1	0	16	0	102	0	174	6	1	12	0	106	66	0	0	61	0	
24_rpob	7	2	1	2	0	0	4	2	0	0	1	1	1	2	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
25_rpob	3514	1385	4	5	57	0	1	2535	18209	0	3	4747	1673	9	0	7	1	5	1643	287	2	2	0	0	9	181	171	466	0	1018	387	0	82	2	0	0	1	496	0	48	1	0	3	0	727	1	20	63	809	8	0	33	5	1	559	0	0	3	1	0	0	535	16	2	0	0	0	48	0	182	0	0	0	0	0	194	97	412	1	84	580	11	0	1	3	0	0	3	1	0	0	0	270	0	1	25	1	0	53	1	109	0	267	0	32	2	0	0	16	109	0	1	0	
26_rpob	254	8	966	16	0	48	393	4386	15671	0	9	5347	4247	0	86	9	4	0	227	103	28	0	0	86	6	23	4	9	0	253	123	27	2	0	0	0	0	1332	4	1	0	0	216	25	1934	0	0	1	560	434	0	6	0	552	67	0	0	0	214	0	0	0	0	0	0	2	0	2	6	2	3	5	0	20	21	783	41	1584	1	106	124	2	0	0	1	0	3	431	231	0	0	4	387	0	1	0	0	0	0	0	0	0	26	0	92	0	0	2	2	77	0	0	0	
27_rpob	3097	2957	0	324	354	0	284	3174	4706	0	200	1523	1938	81	70	81	102	0	1143	941	81	73	0	47	21	279	537	854	11	840	578	1	279	1	0	16	133	463	45	108	0	0	129	0	549	0	138	6	495	177	11	57	30	144	366	0	0	0	87	0	0	0	49	0	0	37	16	17	28	359	0	20	26	23	0	254	308	392	19	196	391	5	0	2	82	0	0	126	94	8	0	26	193	0	1	22	1	0	170	40	242	0	209	1	112	2	0	24	82	0	0	1	0	
28_rpob	3412	1508	0	350	5747	0	8044	335	776	0	986	109	85	825	1795	467	2207	5	126	64	949	261	0	1195	39	347	161	278	500	159	68	0	199	1	0	1461	0	14	327	69	2	0	180	0	11	1	134	3	102	340	932	44	643	285	56	97	0	3	149	0	0	0	91	327	0	462	186	18	271	23	0	93	521	303	5	2	15	6	118	31	29	3	0	10	90	23	0	102	58	67	0	213	48	87	24	25	1301	0	39	0	80	0	38	0	16	1	0	149	170	0	4	124	116	
29_rpob	2987	1467	0	237	4047	0	1772	0	2	0	468	0	0	895	586	271	920	87	0	0	441	186	1	414	39	193	0	0	299	0	0	0	119	27	0	649	0	0	113	42	34	0	0	2	0	56	90	1	0	0	437	36	268	0	0	0	0	12	0	1	0	0	71	140	0	226	134	15	180	0	0	58	234	114	4	0	0	0	68	0	0	3	0	2	0	36	0	0	0	59	0	130	0	111	13	30	636	0	1	0	0	0	0	0	0	7	0	42	0	0	0	55	67	
2_rpob	3134	4883	3	1148	3668	0	489	3665	2279	0	308	1555	1375	539	235	64	359	0	884	1179	133	131	2	86	43	261	1450	1199	300	520	636	3	448	0	0	126	2	387	72	123	0	0	164	0	264	0	287	8	363	137	108	44	319	144	264	0	0	4	191	0	0	0	164	27	0	97	145	19	43	393	0	80	95	53	2	272	380	198	17	353	228	6	0	2	616	0	0	234	335	73	0	50	209	0	7	49	0	0	440	0	324	0	142	3	232	2	0	31	462	6	0	35	0	
30_rpob	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31_rpob	979	690	33	205	226	2	422	3664	3019	0	111	1687	1646	30	133	59	92	0	383	368	61	28	1	100	5	168	249	180	14	253	305	11	117	0	0	9	0	619	25	22	0	0	174	1	524	0	23	1	283	162	9	11	32	212	204	0	0	2	217	0	0	0	8	1	0	21	1	5	22	112	0	16	22	35	2	315	161	281	6	184	151	1	0	0	42	0	0	91	109	4	0	11	104	0	3	0	0	0	66	0	62	0	58	0	93	1	0	14	49	230	0	3	0	
32_rpob	12	3	0	1	2	0	5	32	25	0	0	4	5	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	
33_rpob	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34_rpob	1	0	0	3	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35_rpob	2831	1426	110	385	1	3	476	10837	1739	0	673	1885	2596	1	74	305	51	0	397	1281	61	151	0	73	23	350	501	177	0	350	857	15	206	0	0	5	3149	798	145	72	0	0	1217	2	329	0	43	7	125	500	0	20	0	95	303	0	0	0	189	0	0	0	15	0	0	10	1	9	18	144	0	30	10	15	17	482	440	232	54	344	120	2	0	0	1	0	0	134	392	0	0	15	60	0	11	8	1	0	113	543	51	0	85	0	267	0	0	125	2	425	0	0	0	
36_rpob	8010	4407	0	5019	14906	0	1039	627	999	0	507	78	215	2128	614	261	518	66	263	232	224	132	0	315	135	265	230	403	1737	237	116	5	147	13	0	474	0	25	114	61	44	151	38	2	27	40	136	2	282	64	494	28	463	57	121	0	0	13	36	0	0	0	48	93	0	195	146	16	92	81	0	95	194	231	1	2	55	10	30	96	75	1	0	2	251	0	0	175	109	64	0	76	182	0	6	36	1	0	85	0	154	0	100	41	73	3	0	19	307	0	0	91	0	
37_rpob	1224	2097	0	1319	30122	0	46	277	274	0	37	15	86	890	31	10	44	162	28	42	2	19	1	13	8	12	230	317	1233	25	16	0	18	6	0	177	0	8	5	3	81	0	4	0	10	180	26	1	89	7	255	3	237	0	8	0	0	1	3	1	0	0	83	61	0	25	222	4	4	15	0	5	15	14	0	1	10	0	3	60	8	1	0	1	265	0	0	23	24	16	0	1	35	0	28	46	20	0	76	0	135	0	8	0	34	7	0	0	224	1	0	53	0	
38_rpob	1683	1479	345	310	1259	0	11762	988	65	0	1212	777	63	107	1780	371	1285	925	121	118	672	368	23	1021	24	259	276	35	122	16	166	31	262	48	0	607	107	43	364	32	168	2	986	30	4	99	54	4	5	90	314	11	204	371	40	0	0	11	451	0	0	0	13	227	0	167	42	2	164	36	2	79	234	206	25	31	38	3	107	49	25	1	0	0	62	5	0	25	192	27	1	70	7	0	40	9	221	0	52	14	6	0	9	4	47	16	0	296	48	7	0	58	34	
39_rpob	15424	23482	0	852	34401	0	1694	4	1	0	769	0	1	4926	700	366	1350	95	0	0	413	625	0	392	53	275	0	0	694	0	0	2	472	26	0	868	0	0	183	99	50	0	0	2	0	74	284	50	0	1	811	1	638	0	0	0	0	21	0	0	0	0	8	139	0	527	249	21	167	5	0	120	471	230	10	0	0	0	57	0	0	23	0	6	0	3	0	0	0	58	0	161	0	1	52	58	0	0	0	0	0	0	1	2	1	40	0	19	0	0	0	104	0	
