	seqr_1	seqr_2	seqr_3	seqr_4	seqr_5	seqr_6	seqr_7	seqr_8	seqr_9	seqr_10	seqr_11	seqr_12	seqr_13	seqr_14	seqr_15	seqr_16	seqr_17	seqr_18	seqr_19	seqr_20	seqr_21	seqr_22	seqr_23	seqr_24	seqr_25	seqr_26	seqr_27	seqr_28	seqr_29	seqr_30	seqr_31	seqr_32	seqr_33	seqr_34	seqr_35	seqr_36	seqr_37	seqr_38	seqr_39	seqr_40	seqr_41	seqr_42	seqr_43	seqr_44	seqr_45	seqr_46	seqr_47	seqr_48	seqr_49	seqr_50	seqr_51	seqr_52	seqr_53	seqr_54	seqr_55	seqr_56	seqr_57	seqr_58	seqr_59	seqr_60	seqr_61	seqr_62	seqr_63	seqr_64	seqr_65	seqr_66	seqr_67	seqr_68	seqr_69	seqr_70	seqr_71	seqr_72	seqr_73	seqr_74	seqr_75	seqr_76	seqr_77	seqr_78	seqr_79	seqr_80	seqr_81	seqr_82	seqr_83	seqr_84	seqr_85	seqr_86	seqr_87	seqr_88	seqr_89	seqr_90	seqr_91	seqr_92	seqr_93	seqr_94	seqr_95	seqr_96	seqr_97	seqr_98	seqr_99	seqr_100	seqr_101	seqr_102	seqr_103	seqr_104	seqr_105	seqr_106	seqr_107	seqr_108	seqr_109	seqr_110	seqr_111	seqr_112	seqr_113
3_rpob	2248	1400	1	176	1424	0	615	1192	1547	2	306	488	703	436	191	127	353	0	498	448	236	116	1	122	36	196	479	637	102	577	429	1	166	0	0	153	0	135	78	151	0	0	154	0	169	0	171	1	275	247	82	62	131	187	171	0	0	1	163	0	0	1	73	45	0	127	89	30	96	141	0	44	90	33	1	68	167	117	32	119	170	3	0	0	244	0	0	160	90	60	0	92	130	0	1	30	0	0	154	0	211	0	195	0	95	2	0	35	270	0	0	27	0	
40_rpob	10116	5784	4661	982	71	75	1058	9006	5228	1	539	1797	2820	31	370	267	245	1	1251	2096	210	168	53	156	178	683	831	671	3	1119	1328	930	384	0	0	4	569	576	145	247	0	247	380	161	534	0	155	186	622	324	3	184	6	180	518	0	3	6	333	0	71	239	123	3	0	43	2	98	96	283	4	116	46	64	694	255	641	227	54	635	378	122	17	4	23	73	3	441	554	2	3	58	431	251	450	55	0	2	226	204	205	0	340	61	510	5	3	49	7	3	0	3	0	
41_rpob	367	76	0	58	454	0	79	8852	3538	0	6	3413	3132	24	8	5	14	0	179	312	5	0	0	10	1	69	434	230	7	133	290	0	8	0	0	7	0	1320	4	6	0	0	48	0	892	0	5	0	146	34	4	4	48	35	62	0	0	0	100	0	0	0	12	2	0	3	5	2	0	12	0	1	2	0	0	943	115	530	0	175	71	0	0	0	278	0	0	35	64	7	0	5	53	0	0	2	0	0	63	0	39	0	31	0	114	0	0	0	185	125	0	2	0	
42_rpob	170	581	0	1	7	0	17	5217	4173	0	2	2629	2365	1	2	1	2	0	290	308	2	1	0	1	1	20	297	277	0	69	68	0	66	0	0	0	0	880	0	3	0	0	8	0	816	0	10	1	124	7	0	1	0	12	32	0	0	0	7	0	0	0	4	0	0	0	0	0	0	84	0	0	0	0	0	569	127	421	0	106	113	0	0	0	1	0	0	1	0	0	0	0	34	0	0	2	0	0	42	0	38	0	16	0	59	0	0	0	5	40	0	0	0	
43_rpob	2061	703	14	221	594	0	2787	1	104	0	712	11	1	136	651	433	434	969	28	0	399	175	2	425	25	169	1	19	66	34	3	1	74	147	0	245	0	0	234	44	200	0	6	1	0	148	47	4	11	60	115	46	51	35	13	0	0	50	0	0	0	0	44	183	0	62	35	18	109	9	0	53	84	90	0	0	0	0	99	0	10	2	0	0	0	39	0	19	3	29	0	86	13	75	4	16	165	0	0	0	8	0	3	0	0	25	0	76	4	0	0	46	13	
44_rpob	995	800	0	219	5234	0	1025	125	184	0	134	21	19	367	362	60	506	5	22	15	82	58	1	164	10	43	46	91	253	22	9	0	44	0	0	404	0	3	35	6	1	0	12	1	2	0	20	0	40	33	311	5	237	26	14	0	0	2	17	0	0	0	48	81	0	106	67	6	34	7	0	13	132	56	0	0	5	1	10	8	4	6	0	0	51	12	0	14	8	11	0	14	28	58	7	26	2	0	26	0	27	0	8	0	13	1	0	12	69	0	0	24	0	
45_rpob	2038	1741	0	332	844	0	40	497	66	0	27	277	68	198	17	12	22	0	100	163	19	8	0	10	16	95	166	30	35	30	128	2	79	0	0	6	0	19	7	37	0	0	11	0	5	0	34	4	11	2	5	16	34	2	81	0	0	1	4	0	0	0	8	1	0	5	11	7	8	53	0	8	7	2	0	18	41	6	2	45	25	4	0	0	54	0	0	9	28	6	0	3	9	0	1	16	0	0	62	0	21	0	11	0	41	2	0	1	25	7	0	2	0	
46_rpob	1306	963	0	5	1091	0	1	316	218	0	1	58	87	194	1	4	0	0	71	80	0	5	0	0	3	43	83	70	6	35	46	0	31	0	0	3	14	26	1	9	0	0	2	0	12	0	19	1	32	2	3	6	28	0	46	0	0	1	0	0	0	0	12	0	0	0	8	6	0	38	0	0	1	0	0	3	27	3	0	38	15	1	0	1	50	0	0	1	1	3	0	0	14	0	3	11	0	0	29	3	23	0	20	0	30	0	0	1	41	0	0	0	0	
47_rpob	248	393	0	170	866	0	16	1	2	0	6	0	1	79	13	6	8	1	0	0	4	5	1	2	3	4	0	0	74	0	0	0	5	1	0	6	1	0	6	0	1	0	0	0	0	1	4	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	3	2	0	3	5	0	2	0	0	0	6	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	
48_rpob	467	162	0	9	361	0	2	2	0	0	1	1	0	86	2	1	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
49_rpob	3303	5131	0	357	0	0	16	1055	2821	0	389	431	580	0	1	97	7	0	1299	444	1	176	0	4	12	69	296	661	1	400	183	2	127	0	0	0	819	122	31	53	0	0	64	0	133	0	100	13	288	163	0	26	0	7	243	0	0	1	0	1	0	0	38	0	0	3	0	10	2	415	0	15	3	1	0	29	125	79	21	79	248	7	0	1	0	0	0	74	36	1	0	1	136	0	0	12	3	0	61	225	233	0	134	0	51	6	0	9	0	88	0	0	0	
4_rpob	5182	8010	304	1163	10	3	121	1	13	0	388	0	0	3	44	185	86	0	17	1	40	265	0	27	88	48	2	10	1	6	0	167	58	0	0	1	262	0	32	50	0	8	0	22	0	0	59	88	6	1	0	2	0	1	5	0	0	3	0	1	0	0	1	0	0	39	0	1	15	5	0	40	26	16	118	0	0	0	40	0	2	32	1	4	0	0	0	2	0	0	1	24	3	0	141	1	6	0	0	201	1	0	2	11	1	6	0	7	0	0	0	0	2	
50_rpob	504	563	14147	513	2	1096	43	619	246	204	62	86	175	1	48	11	3	0	58	74	0	11	19	7	37	22	36	30	2	25	49	905	16	0	0	0	363	27	6	5	0	0	35	778	15	0	5	29	62	26	0	5	0	3	9	1	26	0	0	0	0	1	2	0	0	0	0	1	0	14	62	15	0	21	244	7	17	11	3	78	6	16	7	0	1	0	24	188	228	0	7	0	68	0	302	2	0	2	14	372	10	0	14	0	114	1	7	4	1	271	0	0	1	
51_rpob	9403	13066	0	2729	11	0	0	1	0	0	6	0	0	4	0	3	0	0	0	0	0	5	0	0	111	3	0	1	2	0	0	15	16	0	0	2	0	0	0	29	0	0	0	0	0	0	35	80	0	0	0	85	0	0	1	317	0	5	0	1	0	1	121	0	0	0	2	42	0	0	0	5	0	0	0	0	0	0	0	0	0	46	0	231	0	0	0	0	0	0	0	0	0	0	0	65	1	0	0	0	0	0	0	6	0	13	0	0	0	0	192	0	0	
52_rpob	18111	17477	4	6921	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	11	0	0	513	24	0	0	0	0	0	13	23	0	0	0	0	0	0	20	0	0	0	0	0	0	18	21	0	0	0	0	0	0	1	0	0	18	0	1	0	0	0	0	0	0	0	1	0	1	0	9	0	0	0	0	0	0	0	0	0	31	0	13	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	11	0	13	0	0	0	0	0	0	0	
53_rpob	5083	2674	0	916	45	0	0	1	0	0	0	0	0	23	0	0	0	0	1	0	0	0	0	0	68	2	0	0	6	0	0	2	4	0	0	0	0	0	0	5	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
54_rpob	24800	20748	0	5482	0	0	0	0	1	0	2	0	0	0	0	14	0	0	0	0	0	12	0	0	384	31	0	0	0	1	0	13	15	0	0	0	0	0	0	22	0	0	0	0	0	0	14	78	0	0	0	0	0	0	4	0	0	13	0	0	0	46	0	0	0	0	0	32	0	1	0	4	0	0	0	0	0	0	0	0	0	44	0	9	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	6	0	11	0	0	0	0	0	0	0	
55_rpob	31704	16007	1	18366	0	0	1	0	0	0	7	0	0	2	0	17	0	0	0	0	0	5	0	0	1207	40	0	0	1	0	0	177	22	0	0	0	0	0	0	37	0	0	0	0	0	0	17	1014	0	0	0	1	0	0	1	0	0	23	0	4	0	1131	0	0	0	0	0	631	0	1	0	18	0	0	0	0	0	0	2	1	0	254	0	18	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	28	0	9	0	0	0	0	1	0	0	
56_rpob	6504	6204	2	2045	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	110	8	0	0	0	0	0	3	5	0	0	0	0	0	0	3	0	0	0	0	0	0	8	8	0	0	0	0	0	0	1	0	0	8	0	153	0	4	0	0	0	0	0	3	0	1	0	1	0	1	0	0	0	0	0	0	0	15	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	
57_rpob	10336	7176	0	2646	199	0	1	0	2	0	4	0	0	124	0	8	0	0	0	1	0	7	0	0	167	14	1	0	35	0	0	6	12	0	0	0	0	0	0	5	0	0	0	0	0	0	8	16	0	0	0	6	0	0	1	0	0	6	0	0	0	0	2	0	0	0	0	5	0	1	0	6	0	0	0	0	0	0	0	0	0	15	0	3	0	13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	
58_rpob	9696	2299	1	1142	270	0	4	4	6	0	6	0	1	169	0	11	2	0	5	5	6	2	0	0	98	23	3	0	18	3	4	4	5	0	0	0	0	0	0	12	0	0	0	0	0	0	3	7	0	0	0	1	0	0	3	0	0	2	1	4	0	0	0	0	0	1	1	2	4	1	0	3	0	4	3	0	1	0	1	0	0	17	0	1	0	0	0	1	0	0	0	0	0	0	0	1	3	0	1	0	0	0	2	2	0	1	0	0	0	0	0	0	0	
59_rpob	18781	14558	1	971	193	0	23	0	2	0	86	0	1	75	10	74	17	0	6	5	7	72	0	7	74	39	0	2	5	3	3	3	20	0	0	0	79	0	4	32	0	0	0	0	0	0	35	30	0	0	0	1	2	0	2	0	0	15	0	2	0	0	0	0	0	4	0	6	12	4	0	6	2	4	0	0	0	0	7	0	0	53	0	5	0	0	0	1	0	0	0	3	0	0	3	1	0	0	0	45	2	0	1	3	0	9	0	0	0	0	0	0	0	
5_rpob	3883	4083	1416	1260	94	243	106	275	557	0	159	146	60	87	57	80	25	0	214	87	21	61	304	23	93	42	65	91	34	107	71	461	48	0	0	8	278	12	26	22	0	156	11	68	10	0	23	131	93	12	2	14	2	6	84	0	0	3	5	0	530	151	10	1	0	8	3	26	13	67	9	18	4	10	152	1	30	4	17	36	45	58	95	2	8	0	4	66	41	3	3	5	93	0	165	31	1	13	22	126	42	0	21	50	26	4	1	3	18	0	0	2	0	
60_rpob	5573	7401	0	3783	4	0	1	0	0	0	1	0	0	2	0	9	1	0	1	0	1	8	0	0	162	9	0	2	2	0	1	4	10	0	0	0	0	0	0	4	0	0	0	0	0	0	8	20	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	1	0	0	10	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	4	0	6	0	0	0	0	0	0	0	
61_rpob	14616	9439	0	1786	8	0	1	3	3	0	2	0	1	5	1	12	0	0	1	2	2	7	0	0	78	26	1	2	0	2	0	4	12	0	0	0	1	0	0	15	0	0	0	0	0	0	12	22	0	0	0	0	0	0	1	0	0	12	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	22	0	4	0	0	0	1	0	0	0	0	1	0	0	3	1	0	0	0	2	0	0	4	0	11	0	0	0	0	0	1	0	
62_rpob	5523	9660	0	1590	167	0	1	0	0	0	0	0	0	43	1	2	1	0	1	0	1	6	1	0	65	5	0	3	9	0	0	4	10	0	0	0	0	0	0	7	0	0	0	0	0	0	9	41	0	0	1	0	0	0	0	0	0	4	0	0	0	42	0	0	0	2	0	11	0	4	0	3	2	0	0	0	0	0	0	0	0	12	0	2	0	0	0	0	0	0	0	1	0	0	2	28	1	0	1	0	0	0	2	6	0	6	0	0	0	0	0	0	0	
63_rpob	8203	2578	0	1719	6	0	0	1	0	0	3	0	0	4	1	7	1	0	0	0	1	2	0	0	209	9	0	0	0	1	0	5	3	0	0	0	0	0	0	5	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	19	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	
64_rpob	8123	4774	0	1708	1	0	0	1	0	0	4	0	1	1	0	6	1	0	0	4	2	5	0	0	214	14	2	2	0	2	1	12	6	0	0	0	0	0	0	26	0	0	0	0	0	0	13	31	0	0	0	30	0	1	6	25	0	12	0	4	0	9	20	0	0	1	0	24	3	3	0	3	0	0	0	0	0	0	0	1	0	35	0	59	0	0	0	0	0	0	0	1	0	0	0	17	0	0	0	0	1	0	0	4	0	2	0	0	0	0	31	0	0	
65_rpob	17435	6239	14	7270	75	0	26	25	18	1	72	5	14	56	20	57	9	1	35	68	23	23	0	7	420	73	11	16	19	38	34	30	23	3	0	1	0	1	11	51	0	4	1	3	0	1	22	19	8	3	0	3	1	0	32	0	0	9	3	0	0	1	0	1	0	7	4	3	8	19	0	26	6	9	11	0	5	0	6	8	4	32	0	2	1	0	0	17	12	1	0	15	2	0	5	4	10	0	2	0	7	0	22	21	5	0	0	0	1	0	1	0	6	
66_rpob	12666	5712	0	3350	6	0	1	4	2	0	4	0	0	10	1	15	2	0	3	2	2	7	0	0	297	19	0	0	6	0	2	20	12	0	0	0	0	0	0	29	0	1	0	0	0	0	23	45	1	0	0	63	0	0	2	126	0	8	0	0	0	0	25	0	0	4	0	51	0	1	0	6	0	1	0	0	0	0	0	0	0	46	0	143	1	0	0	0	0	0	0	3	0	1	0	22	0	0	0	0	0	0	0	7	0	3	0	0	0	0	97	1	0	
67_rpob	9414	4262	0	1470	4	0	1	2	3	0	4	0	0	4	3	6	2	0	2	4	4	5	0	0	108	15	1	4	1	4	3	3	12	0	0	0	0	0	0	15	0	1	0	0	0	0	8	9	1	0	0	1	0	0	5	0	0	8	0	0	0	0	1	0	0	2	0	1	0	3	0	4	0	1	0	0	1	0	1	0	0	14	0	3	0	0	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	
68_rpob	13537	3793	0	2738	7	0	4	2	5	0	12	0	1	11	4	18	1	1	5	9	4	4	0	0	243	30	1	3	1	11	9	11	7	1	0	0	0	0	1	25	1	1	0	0	0	1	6	12	1	0	0	3	0	0	2	0	0	10	0	0	0	0	1	0	0	3	0	2	2	1	0	6	1	0	1	0	0	0	2	0	1	21	0	3	0	0	0	3	0	0	0	1	2	0	2	0	3	0	0	0	1	0	3	6	1	3	0	0	0	1	0	1	0	
69_rpob	8941	13119	0	1412	5	0	3	1	5	0	4	0	1	1	2	4	4	0	3	1	4	9	0	1	58	20	2	2	0	1	2	2	33	0	0	1	0	0	0	9	1	0	0	0	0	0	25	35	0	0	0	2	0	0	3	0	0	3	1	0	0	0	1	0	0	1	0	2	0	3	0	1	0	1	1	0	0	0	1	0	0	15	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	4	0	2	0	1	4	1	9	0	0	0	0	0	0	0	
6_rpob	4154	1805	1	241	4450	0	140	89	188	0	84	10	20	1085	68	79	90	53	82	25	64	50	1	21	26	40	37	108	113	84	32	0	26	18	0	63	0	3	8	25	39	0	5	0	2	37	46	4	49	11	115	7	58	5	43	0	0	16	1	1	0	0	18	21	0	37	29	14	25	21	0	18	23	20	0	0	8	0	14	8	14	7	0	1	29	0	0	11	3	28	0	19	29	0	7	11	53	0	11	0	33	0	33	1	15	4	0	0	59	0	0	10	4	
70_rpob	14561	8737	0	6760	2	0	0	0	0	0	4	0	0	0	0	7	0	0	0	0	0	4	0	0	278	21	0	0	0	0	0	36	15	0	0	0	1	0	0	20	0	0	0	0	0	0	13	227	0	0	0	2	0	0	0	9	0	9	0	3	0	406	2	0	0	0	0	114	0	0	0	6	0	0	0	0	0	0	2	0	0	69	0	9	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	18	0	7	0	0	0	0	7	0	0	
71_rpob	12384	8842	0	737	2	0	0	0	0	0	2	0	0	0	0	14	0	0	0	0	0	6	0	0	38	22	0	0	0	0	0	3	12	0	0	0	0	0	0	17	0	0	0	0	0	0	5	13	0	0	0	0	0	0	0	0	0	12	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	28	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	
72_rpob	18096	11156	0	3923	70	0	1	0	0	0	129	0	0	26	0	66	0	0	0	0	0	41	0	0	201	34	0	0	4	0	0	7	16	0	0	1	160	0	4	36	0	0	0	0	0	0	15	32	0	0	0	0	0	0	3	0	0	14	0	190	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	18	0	0	34	0	9	0	6	0	0	0	2	0	0	0	1	1	4	0	0	0	76	0	0	0	10	0	10	0	0	0	0	0	0	0	
73_rpob	7527	5830	0	7130	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	4	1	0	154	14	1	0	0	0	0	13	9	0	0	0	0	0	0	10	0	0	0	0	0	0	5	33	0	0	0	0	0	0	1	0	0	6	0	1	0	33	0	0	0	0	0	7	0	0	0	13	0	0	0	1	0	0	0	0	0	18	0	9	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	15	0	8	0	0	0	0	0	0	0	
74_rpob	15817	7123	0	4918	4	0	1	1	0	0	7	0	0	5	0	13	0	1	0	0	0	3	0	0	284	27	0	0	2	0	0	7	15	0	0	2	0	0	0	18	0	0	0	0	0	0	16	18	0	0	0	0	0	0	0	0	0	14	0	0	0	5	0	0	0	0	0	3	0	1	0	9	0	0	0	0	0	0	2	0	1	31	0	12	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11	0	4	0	0	0	0	0	0	0	
75_rpob	3702	4041	0	718	6	0	0	0	0	0	2	0	0	4	1	3	0	0	0	1	0	3	0	0	42	3	0	0	0	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	
76_rpob	3265	1136	0	266	1	0	2	1	1	0	0	0	0	1	0	3	1	0	1	0	0	1	0	0	4	7	0	0	0	0	0	0	3	0	0	0	1	0	0	3	0	0	0	0	0	0	1	7	0	0	0	4	0	0	0	10	0	4	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	
77_rpob	3191	1617	0	1103	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	50	2	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	
78_rpob	1932	2937	0	747	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	31	3	1	0	0	0	0	9	3	0	0	0	0	0	0	11	0	0	1	0	0	0	12	45	0	0	0	22	0	0	0	170	0	1	0	0	0	1	52	0	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	0	0	17	0	93	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	2	0	0	0	0	0	0	81	0	0	
79_rpob	10924	7158	0	3016	65	0	0	0	0	0	7	0	0	87	0	43	0	0	0	0	0	28	0	0	294	17	0	0	61	0	0	22	9	0	0	0	0	0	0	24	0	0	0	0	0	0	22	36	0	0	0	54	0	0	1	72	0	2	0	0	0	5	30	0	0	0	0	32	0	0	0	10	0	0	0	0	0	0	2	0	0	50	0	103	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	10	0	4	0	0	0	0	59	0	0	
7_rpob	8406	5359	792	1406	57	558	282	1	15	58	327	21	0	30	184	216	84	55	16	0	67	162	11	57	247	64	3	2	6	2	4	429	36	13	0	9	430	0	36	36	36	2328	1	25	0	23	24	198	1	0	3	0	1	1	4	0	2	15	0	336	9	358	0	7	0	13	5	69	17	8	24	44	22	40	141	0	0	0	45	0	6	64	1	3	2	0	11	1	2	4	1	30	3	0	80	52	104	1	1	249	2	0	2	669	0	7	1	4	1	1	0	5	13	
80_rpob	11918	5318	0	797	4	0	0	0	0	0	5	0	0	7	0	16	0	0	0	0	0	4	0	0	78	18	0	0	4	0	0	3	6	0	0	8	0	0	0	17	0	0	0	0	0	0	9	15	0	0	0	0	0	0	0	0	0	12	0	0	0	15	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	29	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	
81_rpob	14536	9567	0	5715	173	0	0	1	0	0	20	0	1	195	0	46	0	0	0	0	0	44	1	0	482	28	0	0	147	0	0	39	11	0	0	2	0	0	0	50	0	0	0	0	0	0	26	68	0	0	0	81	0	0	0	138	0	11	0	0	0	0	58	0	0	0	0	60	0	0	0	17	0	0	0	0	0	0	2	0	0	82	0	209	0	0	0	0	0	0	0	0	0	0	1	49	0	0	0	0	0	0	0	7	0	3	0	0	0	0	143	0	0	
82_rpob	6988	5856	0	781	1824	0	1	0	0	0	1	0	0	459	0	4	0	0	0	0	0	1	0	0	27	38	0	0	52	0	0	9	39	0	0	0	0	0	0	17	0	0	0	0	0	0	18	173	0	0	3	23	9	0	0	103	0	4	0	0	0	448	22	0	0	0	3	108	0	0	0	3	0	0	1	0	0	0	0	0	0	33	0	31	0	0	0	0	0	0	0	0	0	0	5	123	0	0	0	0	0	0	0	2	0	4	0	0	0	0	28	1	0	
83_rpob	2804	3261	1	1337	2	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	73	3	0	0	0	0	0	6	5	0	0	0	1	0	0	2	0	0	0	0	0	0	3	13	0	0	0	0	0	0	2	0	0	3	0	0	0	6	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	
84_rpob	4684	2122	0	440	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	15	7	0	0	0	0	0	0	4	0	0	0	0	0	0	21	0	0	0	0	0	0	9	27	0	0	0	58	0	0	0	291	0	5	0	0	0	0	46	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	0	0	25	0	118	0	0	0	0	0	1	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0	3	0	0	0	0	83	0	0	
85_rpob	13403	10050	0	1484	0	0	0	0	0	0	3	0	0	0	0	9	0	0	0	0	0	7	0	0	81	15	0	0	0	0	0	1	20	0	0	0	0	0	0	16	1	0	0	0	0	0	7	52	0	0	0	0	0	0	0	0	0	10	0	1	0	53	0	0	0	0	0	17	0	1	0	5	0	0	0	0	0	0	0	0	0	39	0	6	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	
86_rpob	12434	8601	1	5034	0	0	0	0	0	0	6	0	0	0	0	7	0	0	0	0	0	6	0	0	304	16	0	0	0	0	0	9	5	0	0	0	0	0	0	17	0	0	0	0	0	0	18	15	0	0	0	0	0	0	1	1	0	6	0	178	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	1	0	0	28	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	
87_rpob	14946	13156	2	3596	223	0	0	0	0	1	17	0	0	247	0	56	0	0	0	0	0	44	1	0	295	16	0	0	139	0	0	9	12	0	0	2	0	0	0	18	0	0	0	0	0	0	15	27	0	0	1	0	0	0	0	0	0	13	0	1336	0	0	0	0	0	0	0	2	0	1	0	6	0	0	0	0	0	0	0	0	0	25	0	7	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	1	0	
88_rpob	17412	19153	2	2790	3	1	0	0	0	1	5	0	0	1	2	7	1	0	0	3	1	12	0	0	102	26	2	2	0	3	1	10	34	0	0	0	0	0	0	30	0	0	0	0	0	0	22	60	0	0	0	17	0	1	2	71	0	12	0	196	0	0	12	0	0	1	0	11	0	3	0	5	1	0	0	0	1	0	0	4	0	37	0	38	0	0	1	1	0	0	0	0	0	0	0	14	0	0	1	0	1	0	1	6	0	19	0	0	0	0	33	0	0	
89_rpob	35	10	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8_rpob	5909	4037	20	909	22317	0	3369	1412	113	0	700	9	226	2677	1299	406	2046	558	18	293	571	308	14	545	62	259	675	206	1281	69	234	11	240	81	0	1792	0	11	138	64	200	0	188	5	6	330	182	22	26	70	1527	28	1184	11	38	0	0	39	226	0	0	0	77	370	0	491	479	18	174	40	0	98	518	295	7	3	56	0	59	136	3	17	0	3	697	18	0	42	138	127	0	152	9	0	51	60	0	0	164	0	57	0	21	0	152	33	0	43	54	0	0	229	0	
