	seqr_1	seqr_2	seqr_3	seqr_4	seqr_5	seqr_6	seqr_7	seqr_8	seqr_9	seqr_10	seqr_11	seqr_12	seqr_13	seqr_14	seqr_15	seqr_16	seqr_17	seqr_18	seqr_19	seqr_20	seqr_21	seqr_22	seqr_23	seqr_24	seqr_25	seqr_26	seqr_27	seqr_28	seqr_29	seqr_30	seqr_31	seqr_32	seqr_33	seqr_34	seqr_35	seqr_36	seqr_37	seqr_38	seqr_39	seqr_40	seqr_41	seqr_42	seqr_43	seqr_44	seqr_45	seqr_46	seqr_47	seqr_48	seqr_49	seqr_50	seqr_51	seqr_52	seqr_53	seqr_54	seqr_55	seqr_56	seqr_57	seqr_58	seqr_59	seqr_60	seqr_61	seqr_62	seqr_63	seqr_64	seqr_65	seqr_66	seqr_67	seqr_68	seqr_69	seqr_70	seqr_71	seqr_72	seqr_73	seqr_74	seqr_75	seqr_76	seqr_77	seqr_78	seqr_79	seqr_80	seqr_81	seqr_82
155_reca	28336	76	0	7	323	20	803	848	15	751	106	293	0	0	0	0	119	1	663	0	0	0	324	423	225	536	17	297	90	346	46	0	0	158	30	0	36	354	0	72	0	25	0	0	0	143	0	2	41	0	0	62	1	1	0	66	0	0	0	0	0	81	101	141	0	0	0	37	92	58	0	150	0	8	8	0	0	81	107	2	121	0	
156_reca	27703	411	0	7	315	6	844	1215	149	1147	460	1296	0	0	0	0	331	1	1024	0	0	2	712	734	165	1236	13	419	475	587	116	0	0	573	355	1	80	312	0	55	0	26	0	8	0	321	0	17	1210	0	0	130	5	3	0	1	0	0	0	0	0	179	213	391	0	0	0	98	173	167	0	142	0	23	13	0	0	250	126	25	146	0	
157_reca	26301	1670	0	8	705	11	3398	1093	31	1657	711	991	0	0	0	0	1554	0	882	0	0	79	694	631	174	748	8	380	701	517	585	25	0	458	469	14	344	298	0	123	0	37	3	31	0	293	0	229	383	0	0	479	15	9	1	0	0	0	0	0	0	274	202	282	0	0	0	239	140	123	0	184	0	63	12	0	4	271	116	7	172	0	
158_reca	27529	1401	0	10	854	259	2221	1536	47	1643	74	2963	0	0	0	0	1419	0	1945	0	0	201	1672	1550	164	850	16	582	66	1183	492	155	0	972	48	16	216	403	0	144	0	22	6	3	0	709	0	71	1	0	0	568	3	11	0	0	0	0	0	0	0	489	373	367	0	0	0	23	403	400	0	268	0	3	13	0	8	291	224	21	340	1	
159_reca	25270	693	0	12	590	333	982	1080	33	1109	397	3700	0	0	0	1	494	0	1580	0	0	4	1297	1331	309	572	13	334	418	980	203	0	0	1104	430	1	56	251	0	84	0	32	0	3	0	742	172	6	3	0	0	152	4	4	0	105	0	0	0	0	0	389	377	295	0	0	0	110	416	406	0	185	0	31	14	0	0	187	116	4	204	0	
15_reca	12958	2	192	10	26312	9	4433	5111	5608	1659	142	2	107	5	68	95	4	79	15	77	319	1	6	0	167	39	65	702	65	8	951	0	0	0	66	0	76	494	3	1820	0	71	0	20	0	0	0	162	97	4	123	8	254	0	0	295	36	2	0	107	9	1	0	6	0	0	0	18	0	0	58	16	143	6	10	2	0	21	45	377	0	0	
160_reca	19875	479	0	8	2814	14	2160	1581	23	959	97	477	0	0	0	0	367	0	400	0	0	2	336	249	231	189	6	111	98	294	226	1	0	178	60	1	25	363	0	444	0	17	0	0	0	111	0	0	0	0	0	126	10	8	0	0	0	0	0	0	0	108	72	68	0	0	0	32	61	57	0	59	0	6	11	0	2	54	46	4	62	0	
161_reca	19392	5731	0	6	2481	11	4652	1162	41	1286	198	974	0	0	0	0	2904	0	496	0	0	8	616	335	189	234	8	168	268	357	1287	0	0	361	220	5	44	231	0	312	0	16	0	2	0	179	0	7	0	0	0	774	20	61	0	57	0	0	0	0	0	185	127	110	1	0	0	66	107	82	0	76	0	18	11	0	3	121	69	4	118	0	
162_reca	22901	768	0	11	205	20	596	661	7	686	104	3252	0	0	0	1	372	0	860	0	0	0	785	746	501	250	13	162	116	613	107	0	0	661	160	1	35	157	0	18	0	23	0	3	0	494	0	3	2	0	0	108	0	13	0	0	0	0	0	0	0	260	269	97	0	0	0	30	303	308	0	93	0	14	20	0	1	67	66	0	102	0	
163_reca	32992	373	0	26	1695	59	1226	2247	67	1824	566	6167	0	0	0	0	339	0	2060	0	0	87	1942	1889	616	773	16	463	525	1520	147	75	0	1660	651	4	138	467	0	189	0	34	0	3	0	1045	0	24	224	0	0	125	13	3	0	0	0	0	0	0	0	591	617	353	0	0	0	176	681	675	0	259	0	40	21	0	1	241	156	12	296	0	
164_reca	17502	3	0	6	4	177	102	417	9	500	113	1261	0	0	0	0	4	0	696	0	0	0	444	555	315	268	6	173	98	384	3	1	0	353	138	0	32	139	0	1	0	16	0	2	0	243	70	4	33	0	0	7	0	0	0	1	0	0	0	0	0	105	124	107	0	0	0	30	165	159	0	98	0	9	6	0	0	46	48	2	100	0	
165_reca	19697	91	0	10	1125	15	597	760	13	641	549	771	0	0	0	1	55	0	357	0	0	2	296	279	423	216	12	90	547	217	34	0	0	217	675	1	55	194	0	124	0	20	0	2	0	147	0	7	297	0	0	24	16	0	0	113	0	0	0	0	0	77	82	82	0	0	0	140	68	79	0	54	0	61	9	0	0	50	38	1	48	0	
166_reca	6910	2	0	5	59	1	68	219	2	203	13	87	0	0	0	0	0	0	92	0	0	0	73	68	163	233	5	46	6	54	7	0	0	38	3	0	8	82	0	7	0	5	0	1	0	29	0	2	305	0	0	5	0	0	0	0	0	0	0	0	0	7	18	58	0	0	0	2	12	8	0	15	0	1	2	0	0	52	24	2	14	0	
167_reca	5526	1010	0	0	685	1	901	481	26	447	2	651	0	0	0	0	574	0	320	0	0	5	381	257	83	215	2	91	0	195	266	0	0	262	0	1	4	109	0	100	0	6	0	0	0	132	0	1	190	0	0	128	1	18	0	0	0	0	0	0	0	83	71	81	0	0	0	3	51	78	0	31	0	0	1	0	0	82	28	5	50	0	
168_reca	2425	372	0	1	112	1	499	81	1	189	90	35	0	0	0	0	355	0	78	0	0	2	67	45	41	30	0	21	75	44	92	0	0	31	34	0	11	38	0	33	0	1	0	0	0	26	0	2	0	0	0	70	0	7	0	10	0	0	0	0	0	20	8	12	0	0	0	24	7	6	0	15	0	5	3	0	0	8	6	0	13	0	
169_reca	8026	504	0	4	21	6	372	196	19	343	132	740	0	0	0	0	334	0	329	0	0	2	335	251	111	168	2	83	106	202	127	0	0	225	174	0	25	56	0	8	0	8	0	1	0	141	0	0	75	0	0	80	0	6	0	0	0	0	0	0	0	55	65	51	0	0	0	37	77	81	0	43	0	6	2	0	0	27	30	2	51	0	
16_reca	17234	1827	11504	10	12817	13	2959	3385	10517	1628	1483	0	3144	272	3186	1572	407	1956	15	1186	211	58	11	0	202	26	978	1264	51	6	823	0	64	0	76	14	463	332	106	852	2	601	0	186	0	0	0	230	0	448	1379	113	1084	15	0	0	447	370	0	1128	308	0	0	2	0	14	0	48	0	0	1071	15	898	87	47	231	1	5	62	610	1	0	
170_reca	12472	1129	0	2	966	8	1604	711	20	806	753	359	0	0	0	2	889	0	297	0	0	16	258	210	118	193	3	117	845	186	337	0	0	192	646	0	77	178	0	171	0	14	0	10	0	86	0	13	55	0	0	205	41	9	0	0	0	0	0	0	0	79	75	58	0	0	0	242	44	51	0	39	0	49	4	0	0	71	37	2	56	0	
17_reca	15818	0	1467	148	76	82	4822	162	367	942	1632	135	768	0	496	718	2	703	85	517	152	0	79	54	173	64	2	211	91	35	305	0	1	44	91	0	821	61	0	27	1	333	0	1012	0	26	0	800	0	222	210	17	14	0	0	0	243	49	0	13	92	27	16	20	0	0	0	31	11	21	119	19	12	481	6	95	0	25	36	60	16	0	
18_reca	8127	195	15114	5	3774	295	500	587	1411	430	1227	0	1537	3844	1849	1417	33	931	7	1023	80	4	1	0	82	13	52	115	0	0	85	0	859	0	2	1	171	38	1236	162	2	266	0	656	0	0	0	242	0	510	413	16	523	2	0	1035	138	274	0	530	210	0	0	0	0	28	0	11	0	0	296	8	470	116	190	175	0	4	6	69	1	0	
19_reca	3521	65	8022	6	5233	3	961	822	2786	334	473	0	1460	0	1761	614	11	700	3	593	940	5	2	0	29	8	108	215	12	0	169	0	3	0	21	2	156	51	1	228	0	169	0	53	0	0	0	107	0	292	785	1	726	0	0	94	172	241	0	906	144	0	0	1	0	7	0	13	0	0	590	5	627	49	3	128	0	4	9	130	0	0	
1_reca	21960	1042	531	20	692	330	1066	995	2969	634	940	0	191	3446	108	1107	475	349	31	334	0	10	2	0	492	51	958	762	0	0	169	0	54	0	0	2	188	215	446	69	0	375	0	59	0	0	1	36	2	13	34	91	23	22	0	0	125	21	1	61	16	0	0	0	0	0	0	14	0	0	19	21	99	36	617	20	0	7	80	284	0	0	
20_reca	6850	0	6716	1	1349	6	1361	596	1896	398	932	0	1371	543	1427	1106	2	959	6	931	12	0	2	0	53	16	393	359	0	2	95	0	144	0	2	0	254	86	237	102	0	322	0	18	0	0	0	28	0	231	343	2	169	0	0	188	226	221	0	340	205	0	0	0	0	8	0	11	0	0	255	7	214	41	63	152	0	2	30	137	0	0	
21_reca	10324	2	1007	8	7335	55	2146	2082	3729	1075	671	19	407	9	324	204	2	309	17	142	1	0	19	2	106	52	733	603	256	6	390	0	0	7	297	0	262	247	1	569	0	111	0	1010	0	5	0	700	95	86	160	9	384	0	0	103	59	10	0	121	24	0	1	2	0	2	0	42	1	0	117	6	103	215	4	26	0	19	30	285	2	0	
22_reca	14050	0	1335	2	4942	539	3320	2200	1625	950	775	0	774	240	564	668	0	769	20	383	144	0	3	0	53	25	1346	522	1	3	309	0	39	0	0	0	324	379	98	650	8	381	0	35	0	0	82	70	0	57	347	12	246	0	0	0	227	61	4	144	66	0	0	1	0	88	0	15	0	0	170	21	204	34	110	63	0	2	63	207	0	0	
23_reca	15922	196	1150	7	3139	368	2423	1468	1341	1000	660	104	601	1	418	443	125	563	75	250	4	9	86	50	199	71	909	446	5	47	229	0	0	41	7	0	260	326	0	432	0	251	0	175	0	23	0	139	24	39	182	38	97	1	1	0	162	34	0	72	49	12	20	22	0	2	0	10	11	6	94	23	77	78	9	27	0	24	57	159	17	0	
24_reca	13900	0	11720	311	6558	9	1137	1128	1182	701	2079	1	1681	5491	1687	1970	1	1441	14	1283	128	0	2	2	86	16	265	130	3	1	100	0	1858	0	0	0	297	117	1564	335	3023	404	0	388	0	0	0	166	0	396	642	10	926	0	0	52	240	313	1123	594	282	0	0	0	0	9	0	20	0	0	348	10	571	119	791	262	0	4	16	58	0	0	
25_reca	7047	1	21233	4	4	11	21	4	1	176	1589	0	1204	11196	1233	2450	0	1138	9	1825	2690	0	0	0	174	20	54	0	0	0	3	0	3102	0	1	0	151	16	3181	0	0	210	0	1	0	0	0	9	34	439	5	3	0	0	0	2	174	578	0	14	353	0	0	1	0	26	0	6	0	0	2	11	3	59	424	318	0	1	7	0	0	0	
26_reca	67	1380	15823	0	444	0	30	4	83	8	56	0	294	5564	657	118	26	30	0	136	3156	13	0	0	6	0	133	1	0	0	203	0	2261	0	0	23	1	0	2054	0	3	6	0	4	0	0	0	1	0	187	477	1	108	57	0	58	5	283	7	223	60	0	0	0	0	112	0	1	0	0	300	6	140	3	5	32	1	0	0	0	0	0	
27_reca	7701	1	5842	3	169	4	99	105	229	226	1228	0	1039	1912	1031	1460	1	1088	7	1200	531	0	0	0	51	18	156	57	2	0	3	0	528	0	1	0	305	37	710	18	0	365	0	4	0	0	390	16	0	248	34	3	28	0	0	136	234	296	0	61	236	0	0	0	0	5	0	4	0	0	23	3	64	79	267	185	0	0	8	29	0	0	
28_reca	15453	1	899	4	5202	11	1479	1966	3261	1134	617	1	348	2	248	211	1	300	7	190	29	0	5	1	29	15	869	595	97	4	207	0	0	3	143	0	253	269	2	424	1	80	0	691	0	2	0	594	1	37	84	10	176	0	0	109	51	5	0	77	36	0	1	1	0	0	0	22	1	0	67	11	65	177	10	18	0	1	38	269	0	0	
29_reca	8610	0	4	1	1688	4	581	910	1482	983	411	3	1	1	3	0	0	0	3	0	2	1	1	0	12	88	108	349	217	2	129	0	0	1	265	0	249	138	0	146	0	5	0	489	0	0	0	584	309	0	0	3	63	0	0	0	0	0	0	0	0	0	0	33	0	0	0	53	0	0	0	2	0	157	0	0	0	23	26	154	0	0	
2_reca	13527	4	5382	9	795	523	342	388	388	533	1602	0	1643	960	1255	1755	0	1462	16	1165	129	0	1	0	207	30	1469	119	0	0	19	0	189	0	0	0	482	98	387	84	0	551	0	101	0	0	0	83	0	263	97	12	100	0	0	142	309	268	0	96	234	0	0	0	0	15	0	16	0	0	70	13	106	133	187	218	0	0	27	54	1	0	
30_reca	14628	254	37	8	4163	173	1212	1706	3859	781	102	0	68	0	30	9	79	67	3	5	0	0	2	0	8	3	1617	646	0	1	140	0	2	0	0	0	35	161	0	387	0	11	0	74	0	0	0	54	0	3	21	39	27	0	0	0	0	0	1	7	1	0	0	0	0	0	0	2	0	0	4	10	1	16	8	0	0	0	30	341	0	0	
31_reca	3859	173	16190	4	1430	90	163	158	46	232	864	0	1170	14	1518	1110	27	732	4	1095	4908	3	0	0	54	10	4	4	0	0	66	0	214	0	0	0	123	24	10	51	200	123	0	475	0	0	0	129	0	581	269	4	270	8	0	1018	140	316	161	343	299	0	0	0	0	19	0	2	0	0	194	4	248	69	13	217	0	0	2	1	0	0	
32_reca	11133	3	44015	4	879	5	106	177	1785	546	2030	0	1909	2756	2454	2069	0	1573	1	1964	173	0	2	0	21	11	860	115	0	0	5	0	1919	0	0	0	146	13	1012	30	1916	178	0	1272	0	0	1	192	0	917	131	6	160	0	0	331	105	477	1000	386	562	0	0	0	0	185	0	3	0	0	133	4	190	139	198	314	0	0	6	59	0	0	
33_reca	33188	2	7632	16	14795	30	2711	2805	1432	1414	1543	6	1602	1	1355	1282	2	1403	36	1054	2288	1	1	0	1204	88	20	213	0	3	225	0	11	2	0	0	399	302	1	892	0	391	0	1070	0	0	1	448	1	194	551	19	637	0	0	1925	267	79	0	459	244	1	0	0	0	436	0	13	0	0	326	32	386	206	40	85	0	3	43	87	0	0	
34_reca	36080	1	20570	10	3814	27	545	519	5	877	4121	3	1836	5045	2482	2966	0	2133	17	2081	6494	0	0	0	24	142	9	5	0	0	23	0	1395	0	6	0	305	36	1444	194	2402	494	0	13	0	0	0	16	837	280	198	10	470	0	0	433	273	283	893	258	646	0	0	28	0	5631	0	4	0	0	103	23	139	47	902	282	0	15	12	1	0	0	
35_reca	15333	206	6074	1	255	9	280	181	279	504	1815	0	1907	1	1584	1298	109	1698	6	1289	2	11	0	0	6	2	10	90	0	0	56	0	599	0	0	0	498	33	0	27	1519	410	0	1	0	0	3041	24	0	263	93	36	35	1	0	0	403	187	897	39	327	0	0	0	0	2	0	6	0	0	67	8	32	82	467	225	0	0	6	57	0	0	
36_reca	31555	1	1901	82	3066	10	1116	1079	440	762	955	138	666	2	472	769	2	638	82	644	1035	0	35	41	57	28	6	143	0	33	51	0	4	30	0	0	297	163	0	320	28	270	0	274	0	18	0	175	11	45	65	16	85	0	0	0	175	26	3	84	132	10	10	9	0	2	0	8	10	11	33	23	68	103	21	22	0	6	26	39	5	0	
37_reca	30437	0	496	12	213	7	125	206	1	463	577	53	290	1	170	182	1	396	35	137	1	0	19	20	19	148	7	15	0	19	3	0	0	12	1	0	235	55	1	37	0	92	0	353	0	8	0	204	362	19	6	14	0	0	0	0	67	4	0	4	23	5	7	41	0	0	0	0	7	5	1	19	1	128	13	11	0	38	16	0	1	0	
38_reca	4004	414	1765	727	3239	17	507	1047	10703	469	185	431	442	0	458	168	60	186	42	108	5	4	305	40	79	38	105	715	39	35	221	0	3	150	52	1	75	66	67	123	0	59	0	398	0	26	83	225	568	52	113	15	118	5	0	54	42	16	0	256	27	13	10	35	0	3	0	6	14	18	152	8	147	56	1	18	0	22	29	382	13	0	
39_reca	50838	2	5	9	3269	632	1337	1491	1120	798	84	259	1	0	0	2	1	2	173	0	0	0	115	88	59	59	411	355	0	55	42	0	0	76	0	0	59	235	0	373	1	31	0	118	0	54	0	90	0	0	0	34	3	0	0	0	0	2	0	0	0	18	20	22	0	0	0	0	28	42	0	36	0	43	21	0	0	11	50	144	17	0	
3_reca	12457	0	6506	6	1936	51	1145	745	1329	814	1815	0	1546	774	1340	1581	1	1169	13	1173	1827	2	1	0	199	25	409	308	208	1	109	0	153	0	408	0	508	119	268	135	0	478	0	913	0	0	0	410	0	549	253	9	243	0	0	302	349	239	0	279	252	0	0	0	0	9	0	55	0	0	175	12	245	318	91	284	0	2	27	123	0	0	
40_reca	22169	1853	19709	8	2528	32	1431	639	210	916	2727	0	3767	660	3574	3285	621	3095	22	2531	55	69	0	0	308	41	63	32	0	0	395	0	401	0	0	11	674	121	324	174	517	771	0	13	0	0	171	64	0	637	805	151	281	19	0	112	586	712	269	293	583	0	0	0	0	20	0	21	0	0	487	16	250	147	172	480	0	2	31	14	0	0	
41_reca	1160	0	16822	2	90	42	4	12	65	72	435	0	651	722	750	656	0	435	1	857	2273	0	0	0	32	3	36	4	10	0	1	0	3026	0	91	0	51	4	408	2	2216	34	0	5	0	0	0	6	0	441	20	1	25	0	0	0	52	386	2045	80	253	0	0	0	0	26	0	4	0	0	28	3	49	38	53	201	0	0	2	2	0	0	
42_reca	906	0	15429	1	1	0	2	0	0	48	278	0	580	703	607	473	0	363	1	623	39	0	0	0	9	4	16	0	0	0	0	0	1084	0	0	0	27	1	1065	0	543	21	0	2	0	0	0	5	0	257	2	0	0	0	0	12	33	284	626	0	186	0	0	0	0	15	0	0	0	0	2	0	0	15	17	140	0	0	0	0	0	0	
43_reca	3603	21	143	7	3620	5	1231	1053	1999	479	140	618	50	73	41	49	5	37	87	35	10	0	400	100	106	143	117	322	137	93	240	0	2	243	171	1	58	92	18	254	0	34	0	109	0	71	2	141	662	3	34	2	103	3	0	2	11	0	0	33	4	70	39	55	0	2	0	32	31	42	21	6	27	25	8	3	0	76	26	140	35	0	
44_reca	6380	0	270	3	1180	6	396	460	436	271	140	6	99	85	67	126	0	88	12	77	118	0	4	2	368	14	41	107	0	3	22	0	3	2	0	0	40	96	19	100	0	46	0	31	0	1	0	27	2	5	17	1	37	0	0	4	31	3	0	23	11	0	1	0	0	5	0	3	0	0	12	6	29	9	19	1	0	1	12	45	1	0	
45_reca	3675	0	1091	1	80	2	46	40	5	134	303	0	281	26	166	288	0	267	3	249	0	1	0	0	157	6	577	1	1	0	6	0	3	0	1	0	84	13	5	6	0	69	0	119	0	0	0	40	0	49	17	0	9	0	0	0	33	32	0	5	61	0	0	0	0	1	0	1	0	0	2	5	3	43	5	31	0	1	40	1	0	0	
46_reca	2581	0	600	3	1	3	5	1	0	74	181	0	132	0	111	140	0	161	2	95	0	0	0	0	109	5	19	0	0	0	0	0	27	0	0	0	43	4	0	0	88	31	0	38	0	0	0	20	0	18	0	4	0	0	0	0	22	16	28	0	20	0	0	0	0	2	0	1	0	0	0	4	0	14	15	10	0	0	5	0	0	0	
47_reca	1230	0	1	0	38	12	30	14	0	19	6	6	1	0	0	1	0	0	3	0	0	0	1	1	12	4	4	1	0	1	0	0	0	0	0	0	5	6	0	4	0	1	0	7	0	0	0	5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	3	0	1	0	
48_reca	1071	0	2	0	7	3	15	1	1	22	16	0	0	1	1	0	0	0	0	0	0	0	0	0	15	5	5	0	1	0	0	0	1	0	2	0	9	3	0	0	3	1	0	11	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	6	1	0	0	0	1	0	0	0	
49_reca	11844	0	6660	537	17	142	133	8	0	314	1151	0	1577	0	1334	1471	1	1392	21	1078	15	0	0	0	185	24	236	0	0	0	4	0	4	0	0	0	377	23	69	4	0	379	0	0	0	0	1323	14	0	208	19	10	1	0	0	0	290	237	0	1	264	0	0	0	0	9	0	5	0	0	6	6	2	69	7	162	0	1	9	0	0	0	
4_reca	12110	222	11	591	41	405	283	62	96	86	16	0	5	0	7	7	150	4	11	4	0	1	1	0	204	24	6	41	6	0	36	0	0	0	5	0	9	43	0	8	0	15	0	0	0	0	258	1	0	0	0	39	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	47	0	0	6	0	0	0	13	16	0	4	
50_reca	1876	15676	2600	15	62	3	1412	9	126	121	109	0	636	0	702	132	1212	221	0	129	5	222	0	0	17	7	76	11	0	0	1161	0	32	0	0	182	44	3	1	5	150	66	0	0	0	0	594	23	0	43	1061	138	4	159	0	0	53	46	43	7	22	0	0	0	0	2	0	1	0	0	528	3	4	3	3	11	10	4	1	2	0	0	
51_reca	20070	0	0	4685	0	2324	45	0	0	21	8	0	1	0	0	0	0	0	25	0	0	0	0	0	254	40	12	0	0	0	0	0	0	0	0	0	13	43	0	0	0	27	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	12	0	0	0	18	0	0	56	
52_reca	29930	0	0	5945	0	4974	70	0	0	37	17	0	1	0	0	1	0	0	28	0	0	0	0	0	374	54	12	0	0	0	0	0	0	0	0	0	18	58	0	0	0	36	0	0	0	0	1	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	11	0	0	0	27	0	0	166	
53_reca	36426	1	43	8998	12	4843	212	3	4	90	67	0	12	0	3	15	1	12	44	9	0	0	6	0	702	106	21	1	0	2	0	0	0	0	0	0	35	88	0	0	0	42	0	12	0	0	0	20	0	0	0	29	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	2	0	0	0	34	0	5	17	0	0	0	46	0	3	94	
54_reca	28765	0	0	10129	0	4383	54	0	0	19	15	0	0	0	0	0	0	0	30	0	0	0	0	0	274	51	10	0	0	0	0	0	0	0	0	0	14	40	0	0	0	39	0	0	0	0	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	17	0	0	0	18	0	0	203	
55_reca	25632	0	1	23733	0	17045	58	0	0	21	9	0	1	0	0	0	0	2	27	1	0	0	0	0	336	56	15	0	0	0	0	0	0	0	0	0	23	47	0	0	0	49	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	21	0	0	10	0	0	0	25	0	0	1192	
56_reca	6846	0	0	3386	0	1715	18	0	0	10	1	0	0	0	0	0	0	0	6	0	0	0	0	0	97	23	1	0	0	0	0	0	0	0	0	0	4	8	0	0	0	11	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	0	5	0	0	107	
57_reca	12507	1	0	4890	14	2789	57	6	0	20	8	0	1	1	0	0	0	0	15	0	0	0	0	0	156	20	5	0	0	1	0	0	0	0	1	0	11	28	0	1	0	23	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	0	0	10	0	0	158	
58_reca	5535	0	2	3905	0	879	15	0	1	10	6	0	0	0	0	1	0	1	12	1	0	0	0	0	99	15	2	2	0	0	0	0	0	0	0	0	2	10	0	0	0	11	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	1	0	0	0	4	0	0	50	
59_reca	32502	0	4	10008	1	745	96	8	32	47	25	0	2	0	0	2	0	1	43	1	0	0	0	0	513	70	14	11	1	0	0	0	0	0	0	0	23	74	0	0	0	51	0	1	0	0	1	0	0	0	0	25	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	33	0	0	14	0	0	0	25	0	0	27	
5_reca	6933	1049	611	972	7	278	520	38	167	130	288	0	200	37	160	153	420	164	7	122	1	8	0	0	87	14	317	32	142	0	115	0	2	0	204	0	66	12	12	0	1	56	0	0	0	0	76	6	0	20	43	96	0	10	0	1	38	6	0	2	21	0	0	0	0	3	0	28	0	0	20	41	1	16	9	8	2	0	11	10	0	10	
60_reca	8318	0	1	1833	0	2292	20	0	0	10	2	0	0	0	1	0	0	1	8	0	0	0	0	0	137	24	4	0	0	0	0	0	0	0	0	0	5	19	0	0	0	12	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	0	8	0	0	68	
61_reca	10908	0	10	11620	1	1396	33	0	0	23	20	0	3	1	3	9	0	3	10	5	0	0	0	0	187	18	7	0	0	0	0	0	0	1	0	0	9	29	0	0	0	23	0	1	0	0	0	3	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	2	13	0	0	0	10	1	0	105	
62_reca	15231	2	4	5081	0	1546	55	1	7	17	15	0	2	1	2	2	1	2	23	0	1	0	0	0	158	30	4	1	0	0	0	0	0	0	0	0	16	28	0	1	0	19	0	1	0	0	0	1	1	0	0	12	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	20	0	2	6	0	0	0	19	0	0	81	
63_reca	7111	0	1	4720	1	1306	21	0	1	7	7	0	0	0	1	1	0	2	5	1	2	0	0	0	64	15	3	1	1	0	1	0	0	0	0	0	9	10	0	0	0	13	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	5	0	0	0	7	0	0	122	
64_reca	4475	0	4	3124	2	1204	20	2	2	12	5	0	1	0	1	4	1	2	2	1	0	0	0	0	56	10	0	0	0	0	0	0	0	0	0	0	9	7	0	1	0	6	0	1	0	0	0	3	0	0	0	4	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	1	5	0	0	0	5	0	0	129	
65_reca	5768	0	48	11360	2	3681	187	10	25	28	62	4	27	2	17	42	0	15	16	28	6	0	1	1	62	15	2	10	0	0	3	0	1	1	3	0	43	13	1	0	0	32	0	43	0	3	0	15	0	5	0	8	0	0	0	0	8	0	1	0	3	0	0	4	0	0	0	0	1	3	0	9	0	20	6	0	0	1	11	7	0	360	
66_reca	11822	0	1	6841	1	2862	40	1	1	13	6	0	0	0	0	4	0	3	18	1	0	0	0	0	118	26	6	0	0	0	0	0	0	1	0	0	11	16	0	0	0	23	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	10	0	0	0	10	0	0	256	
67_reca	7770	0	9	4812	1	1496	46	3	1	15	19	0	5	0	1	10	0	6	11	2	0	0	1	0	130	15	5	5	2	0	0	0	0	2	0	0	10	12	0	0	0	18	0	2	0	0	0	3	0	0	0	8	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	1	0	0	16	0	3	9	0	0	0	12	0	0	109	
68_reca	6881	0	9	8554	3	1817	54	1	2	17	20	1	7	0	6	18	0	5	14	8	1	0	0	0	78	9	3	3	1	0	1	0	0	1	1	0	19	12	0	0	0	17	0	4	0	0	0	6	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	8	0	4	4	0	0	1	11	1	0	199	
69_reca	13873	0	4	2013	2	1352	72	2	3	25	29	0	6	0	2	5	1	10	15	3	1	0	0	2	209	35	4	0	0	0	0	0	0	0	0	0	20	25	0	1	0	22	0	3	0	0	1	9	0	2	1	12	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2	0	0	1	21	0	0	12	0	0	0	19	0	0	25	
